,Date,pos,neg,neu,open,close,high,low,compound,Close,Open,High,Low,com
0,2015-01-02,0.21163517571985718,0.02483888585120434,0.7635259509086609,312.5799865722656,308.5199890136719,314.75,306.9599914550781,0.18679628986865285,0.012307696647583383,0.015012865400499786,0.013615875099547509,0.012565470383491872,0.6778798379999454
0,2015-01-05,0.34992693439126016,0.02469140645116564,0.6253816470503807,307.010009765625,302.19000244140625,308.3800048828125,300.8500061035156,0.3252355279400945,0.008695845081255482,0.01183334635508193,0.00999596321172544,0.009029087601513885,0.7862200411942997
0,2015-01-06,0.3702493082731962,0.127433518320322,0.5023171871900558,302.239990234375,295.2900085449219,303.0,292.3800048828125,0.2428157899528742,0.004758750827080771,0.00911046824030362,0.006938638477003739,0.004126757275538989,0.7217197500546383
0,2015-01-07,0.06319641992449755,0.26395081374794244,0.6728527843952179,297.5,298.4200134277344,301.2799987792969,295.3299865722656,-0.2007543938234449,0.006544712441617667,0.006404731798578728,0.005961203996859177,0.005834169626546426,0.3745892362585144
0,2015-01-08,0.18216677531599995,0.036250641942024174,0.7815825939178467,300.32000732421875,300.4599914550781,303.1400146484375,296.1099853515625,0.14591613337397577,0.007708711408948604,0.008014481229650261,0.007018205365364544,0.0062856231234625914,0.6458877198479751
0,2015-01-09,0.19822824522852894,0.0328087098896503,0.7689630389213562,301.4800109863281,296.92999267578125,302.8699951171875,296.67999267578125,0.16541953533887865,0.00569451572708074,0.008676648032936413,0.006864759892780348,0.0066155362036065535,0.6611507519282899
0,2015-01-12,0.1259562090039253,0.5522348280996084,0.3218089409172535,297.5599975585937,291.4100036621094,298.510009765625,289.2799987792969,-0.42627861909568315,0.002544843806369629,0.006438980303886649,0.004387087223571201,0.002332512677931914,0.19809779689769702
0,2015-01-13,0.06145661957561967,0.27343716472387314,0.6651062361896038,297.4800109863281,294.739990234375,301.5,293.2300109863281,-0.21198054514825349,0.004444913748000406,0.006393321436942573,0.006086225291147107,0.004618730132442822,0.3658038403507972
0,2015-01-14,0.23714106418192388,0.07101627886295314,0.6918426558375359,291.92999267578125,293.2699890136719,295.9100036621094,286.5,0.16612478531897074,0.0036061400553731027,0.0032251953327614435,0.002909567566274862,0.000723484300390681,0.6617026686190373
0,2015-01-15,0.21039242744445796,0.044514742866158426,0.7450928270816803,294.0,286.95001220703125,296.0,286.82000732421875,0.16587768457829954,0.0,0.004406821027084118,0.002960710276339401,0.0009087005204564957,0.6615092917641316
0,2015-01-16,0.09545790329575536,0.09708152208477254,0.8074605464935303,286.2799987792969,290.739990234375,290.7900085449219,285.25,-0.0016236187890171783,0.002162538248404261,0.0,0.0,0.0,0.530425608446188
0,2015-01-20,0.08697963431477543,0.020712067745625916,0.8923083186149597,292.5899963378906,289.44000244140625,293.3599853515625,286.3900146484375,0.0662675665691495,0.0014207731762928,0.0036019463115483374,0.001460454744884182,0.0006598261602879241,0.5835561003448332
0,2015-01-21,0.08878120183944699,0.11612934526056044,0.7950894474983216,289.6400146484375,297.25,306.0,287.260009765625,-0.027348143421113455,0.005877109946202802,0.0019180033992425571,0.008643464848717058,0.0011633684072493156,0.5102940311235705
0,2015-01-22,0.5302189715206623,0.04307742267847056,0.42670361436903476,300.0,310.32000732421875,312.25,300.0,0.48714154884219174,0.013334776070287518,0.007831810921074878,0.012195186456453094,0.008537114744610025,0.9129249512131671
0,2015-01-23,0.14467913880944247,0.20872524045407773,0.6465956047177315,308.0799865722656,312.3900146484375,316.92999267578125,307.7200012207031,-0.06404610164463526,0.014515909570482877,0.012444122980006689,0.014854711434152068,0.013005354490350507,0.4815748305115119
