,Date,pos,neg,neu,open,close,high,low,compound,Close,Open,High,Low,com
0,2015-01-02,0.06372052095830436,0.0494419656693935,0.8868375301361084,40.92560057128011,41.013309478759766,41.5921969674144,40.82034921312845,0.014278555288910852,0.04653767938413461,0.044300460503950256,0.046748391974444636,0.046394060765073186,0.4761241420299905
0,2015-01-05,0.24445095434784886,0.07607978470623489,0.6794692665338516,40.67123954452498,40.63615798950195,40.98699696089438,40.56598818769529,0.16837116964161397,0.0433912796660465,0.04218395499865746,0.04170049626085265,0.0442618369927687,0.5965529777407023
0,2015-01-06,0.25167266800999644,0.015239812061190558,0.7330875262618065,40.68001836495692,40.03973388671875,41.0045453808572,39.94325206812875,0.23643285594880586,0.03841559036795861,0.042257002438397806,0.04184686538338456,0.03904164747768385,0.649745596172898
0,2015-01-07,0.057251143455505325,0.04821962080895894,0.8945292592048645,40.32917483255194,40.5484504699707,40.75018365489027,39.89939645690438,0.009031522646546386,0.042659576563745694,0.03933767836857327,0.039725266816997507,0.03867402049299817,0.4720234001825603
0,2015-01-08,0.043022002652287415,0.028355320543050722,0.9286226987838745,41.004551345031466,41.74131774902344,41.881654047598985,40.978239334636456,0.014666682109236693,0.052611114281159777,0.044957399774181894,0.04916271639379555,0.04771760107522133,0.4764274768866044
0,2015-01-09,0.07145740762352942,0.065045004338026,0.8634975790977478,41.75884956378135,41.39046478271485,41.94304028137438,41.13610760665417,0.0064124032855034235,0.049684110926470404,0.051233818583237944,0.04967473110465148,0.0490409582283684,0.4699764656389239
0,2015-01-12,0.3086110219359398,0.017517841234803162,0.6738711342215538,41.59219428278156,40.87297058105469,41.697448980019736,40.6624678783386,0.29109318070113666,0.045366897136807416,0.049847101348204415,0.04762628552625148,0.045070594111057294,0.6924645759056026
0,2015-01-13,0.08122015669941897,0.036946890130639023,0.8818329334259033,41.19750482284294,40.66247177124024,42.021979954860605,40.39934169471378,0.044273266568779945,0.04361080332643591,0.04656294093456781,0.05033315680711431,0.04286489493648771,0.499566071236575
0,2015-01-14,0.09539119899272916,0.08913326691836114,0.8154755115509034,40.3116340637207,40.3116340637207,40.557225063086015,40.01341905054063,0.0062579320743680195,0.0406839272687371,0.03919172387911396,0.038115823925431336,0.039629833925173996,0.4698557409164185
0,2015-01-15,0.07207367867231362,0.0264440286904573,0.9014823079109192,40.53966687535066,39.89060974121094,40.68000310085662,39.82921285166955,0.04562964998185633,0.03717151687826026,0.04108915568051508,0.039139899807632994,0.038085694701918804,0.5006261329137701
