,Date,pos,neg,neu,open,close,high,low,compound,Close,Open,High,Low,com
0,2015-01-02,0.07929858230054374,0.048131653480231726,0.872569739818573,44.57400131225586,43.86199951171875,44.650001525878906,42.652000427246094,0.03116692882031201,0.26330628207637197,0.27521526587956713,0.24356143933322671,0.25310203225899613,0.5896664771043532
0,2015-01-05,0.032038494199514336,0.050899094715714424,0.9170624017715454,42.90999984741211,42.01800155639648,43.29999923706055,41.43199920654297,-0.018860600516200088,0.23121107864916002,0.24678828957785937,0.21948349181300797,0.23172100749729113,0.5506649452013135
0,2015-01-06,0.2624562721699476,0.20226610712707038,0.5352776303887368,42.012001037597656,42.25600051879883,42.84000015258789,40.84199905395508,0.06019016504287722,0.2353535046706866,0.231447322983245,0.21127918437811033,0.22138101139087635,0.612293032692372
0,2015-01-07,0.15779277235269545,0.0310107976198196,0.8111963987350463,42.66999816894531,42.18999862670898,42.95600128173828,41.95600128173828,0.12678197473287586,0.23420472674113924,0.24268821985419098,0.2133481209444431,0.24090436006679,0.6642081007469143
0,2015-01-08,0.05412846095860002,0.20081724002957344,0.745054317265749,42.5620002746582,42.124000549316406,42.7599983215332,42.00199890136719,-0.1466887790709734,0.23305601520726482,0.24084323735483826,0.20985231280492045,0.24171048732926786,0.4510099182565222
0,2015-01-09,0.296443135291338,0.03611135780811306,0.6674454912543297,41.78400039672852,41.33200073242188,41.99599838256836,40.992000579833984,0.2603317774832249,0.21927107842673466,0.22755227303785952,0.19622600225107156,0.22400985002208867,0.7683237139241358
0,2015-01-12,0.09752783775329585,0.30287191346287723,0.5996002450585365,40.61000061035156,40.44200134277344,40.89400100708008,39.84999847412109,-0.20534407570958138,0.20378043681381108,0.20749624255312582,0.17657134300034516,0.20399579193279066,0.40528216688697155
0,2015-01-13,0.03908058181405062,0.14676219448447228,0.8141572117805481,40.66400146484375,40.84999847412109,41.52199935913086,40.18199920654297,-0.10768161267042166,0.21088171959480695,0.20841876638700085,0.18777199909456388,0.209814241751001,0.4814199597875551
0,2015-01-14,0.08173903748393056,0.1741155661642551,0.7441453576087952,37.16600036621094,38.53799819946289,39.040000915527344,37.0,-0.09237652868032455,0.17064082945458114,0.14866064932096812,0.14350434950216318,0.15404839277290666,0.49335182469144145
0,2015-01-15,0.04127871263772242,0.248532797023654,0.7101884625852108,38.89799880981445,38.374000549316406,39.150001525878906,38.0,-0.20725408438593157,0.16778641308831332,0.1782492523066843,0.1454662638968086,0.17157380536993877,0.4037931214491153
