,Date,pos,neg,neu,open,close,high,low,compound,Close,Open,High,Low,com
0,2015-01-02,0.0685233928263187,0.027916238829493463,0.9035603642463684,25.14323925246589,24.67825126647949,25.154526070857028,24.231319778941543,0.04060715399682523,0.0723114790377174,0.08383245995937127,0.07592560802607168,0.06861439458347324,0.5620093032074747
0,2015-01-05,0.10473299212753769,0.20233994089066978,0.6929270818829536,24.443504707998024,23.983030319213867,24.524764995555643,23.79342412966413,-0.0976069487631321,0.058722657649207255,0.07000881152685201,0.06356062342954216,0.05991713038205748,0.46006869391586647
0,2015-01-06,0.031572503875940974,0.5894643645733595,0.3789631187915802,24.04847921049146,23.98527717590332,24.249372129915034,23.61734833978105,-0.5578918606974185,0.05876657481591324,0.06220486123944052,0.05815344811307693,0.05642000117647372,0.12058290025697732
0,2015-01-07,0.3715529039502144,0.24050728417932987,0.3879397876560688,24.19746327916513,24.321611404418945,24.42318589080708,24.084601973344164,0.13104561977088452,0.06534057949186123,0.06514812508667178,0.06156617805207237,0.06570035896691029,0.6287127156690635
0,2015-01-08,0.15175730455666775,0.30878975857049223,0.5394529305398464,24.655676663011164,25.2560977935791,25.31478614298474,24.536042256342537,-0.15703245401382449,0.08360609447991785,0.0742003875131032,0.07907221933790853,0.07466663990365319,0.41623906950164713
0,2015-01-09,0.3645016223192215,0.02860594373196358,0.6068924516439438,25.43215812480345,25.28318214416504,25.56307761108888,24.87688088401244,0.33589567858725794,0.08413548647246877,0.08954021434750381,0.08394727481365083,0.08143620612287622,0.7798010589868979
0,2015-01-12,0.1440213676542043,0.020392653346061662,0.8355859994888306,25.41636280735192,24.660192489624023,25.42313420938317,24.558618014901864,0.12362871430814265,0.0719585013345152,0.08922816899108077,0.08119956925619176,0.07511502832007577,0.6232423342330728
0,2015-01-13,0.4071265056729317,0.04573899656534194,0.5471345074474812,25.152266873280457,24.87914276123047,25.46150742434198,24.583446735861568,0.36138750910758977,0.07623811365852218,0.08401080567248392,0.08195300453584592,0.07560816394799558,0.7986027057314
0,2015-01-14,0.10393616296350949,0.263867599517107,0.6321962349116802,24.612788368114288,24.784337997436523,24.94008539417672,24.49089797797426,-0.15993143655359748,0.07438505527896272,0.07335310518981092,0.07171519273047339,0.07377000684324475,0.41410090819589784
0,2015-01-15,0.21039410196244712,0.05232732556760307,0.7372785687446595,24.82948853130298,24.111690521240234,24.84303133760307,24.07557579706436,0.15806677639484407,0.06123745601945535,0.07763413846860684,0.06980959398575964,0.06552108557160813,0.6486423257088896
0,2015-01-16,0.08271329589188095,0.06614426411688323,0.8511424541473389,24.15908909278773,23.92433738708496,24.28323720901936,23.746016330191697,0.016569031774997717,0.05757544283267363,0.06439002150930939,0.05881836882333974,0.05897554039846242,0.5442798474096457
0,2015-01-20,0.05546253398060792,0.16248807739466425,0.7820493757724762,24.34192468320542,24.54056167602539,24.596992326780736,24.039457221777624,-0.10702554341405633,0.0696201918158682,0.06800204115714353,0.06497876417064674,0.06480371650807476,0.45312195506495906
0,2015-01-21,0.23655462563037868,0.09594290480017656,0.6675024800002575,24.592472266844325,24.727907180786133,25.06874700706067,24.43898085688655,0.14061172083020212,0.07328205587814496,0.07295174921318265,0.0742413870664973,0.07273885497082533,0.6357682487229195
0,2015-01-22,0.21364497244358058,0.045540630072355245,0.7408144176006317,24.888173426855964,25.37121963500977,25.387020147533423,24.76628302076201,0.16810434237122535,0.08585627141614305,0.07879349149874842,0.0804904911057574,0.07923956672171228,0.6560455904337211
0,2015-01-23,0.5704516805708408,0.08147243615239852,0.3480758860707283,25.348646712776755,25.502138137817383,25.67594376866958,25.17483935979792,0.4889792444184423,0.08841521063985447,0.087890399558328,0.08616333476827243,0.08735410822862605,0.8927087265963719
0,2015-01-26,0.16475316174328325,0.12229243293404575,0.7129543721675873,25.67368287822982,25.529220581054688,25.81363148204854,25.46150484794996,0.0424607288092375,0.08894456535127915,0.09431167133146057,0.08886675122545407,0.09304771466659861,0.5633764180095947
0,2015-01-27,0.38453656956553456,0.13645678013563156,0.4790066137909889,25.37573045878242,24.63536071777344,25.389274983789715,24.610531097740992,0.248079789429903,0.07147313835204899,0.08842545415292813,0.08053476347613753,0.07614609998682315,0.7150319430470257
0,2015-01-28,0.08797047771513455,0.024605789408087657,0.8874237656593322,26.55174871832613,26.02807235717773,26.662354031842057,26.02807235717773,0.06336468830704689,0.09869514566929005,0.11165835454162976,0.10553091429698369,0.10430059494486393,0.5787942539992746
0,2015-01-29,0.25807452499866484,0.028444908931851344,0.7134805679321289,26.25604860934642,26.83841323852539,26.90387298882472,26.08449897829048,0.2296296160668135,0.11453410671289921,0.10581663301978927,0.11027299554014613,0.105421312249593,0.7014239111847804
0,2015-01-30,0.21227747686207293,0.1964248824864626,0.5912976250052452,26.72555131354591,26.445655822753903,27.08670706329793,26.37568065846106,0.015852594375610346,0.10685725176063843,0.11509192230239373,0.11386283397768382,0.11120461703290069,0.5437514348702995
0,2015-02-02,0.22156255766749383,0.16217255219817156,0.6162648737430573,26.6465518445435,26.77746963500977,26.89936003754869,26.201878076612594,0.05939000546932227,0.11334290016740722,0.11353124347857557,0.11018438642281336,0.10775263714746758,0.5758627037296018
0,2015-02-03,0.32040547430515287,0.023030437342822518,0.6565641164779663,26.74812369302815,26.781982421875,26.88129917846555,26.547230749897043,0.29737503696233036,0.1134311073120815,0.11553785232073399,0.10982977218398282,0.11461185908122379,0.7513899374071509
0,2015-02-04,0.24551184028387069,0.0542704571038484,0.7002177059650421,26.748121358872023,26.98738670349121,27.20182415272421,26.70523352460016,0.1912413831800223,0.11744594907756056,0.11553780620817033,0.11612308964190066,0.11775003110558019,0.673110448434137
0,2015-02-05,0.1298251092433929,0.14710722584277386,0.723067682981491,27.198143324527567,27.180015563964844,27.24573366665913,27.02365174276385,-0.017282116599380948,0.12121108185951102,0.12442824257338425,0.11698522686304691,0.12407429437351508,0.5193127375301426
0,2015-02-06,0.08354038894176481,0.1350379332900047,0.7814216583967208,27.198141522445653,26.951133728027344,27.25026336903361,26.842358527241807,-0.0514975443482399,0.11673734671119329,0.12442820697224521,0.11707416487824651,0.1204735392714234,0.494076951295294
0,2015-02-09,0.17547600157558915,0.17963539548218244,0.6448885858058929,26.86502397581589,27.13016128540039,27.15735379166136,26.837829740631587,-0.004159393906593284,0.12023662778195487,0.11784728298082625,0.11524994052057547,0.12038359077861255,0.5289914773993359
0,2015-02-10,0.11168038249015806,0.018143410608172362,0.8701761960983276,27.232136486800087,27.651371002197266,27.680831855710164,27.22987159724012,0.0935369718819857,0.13042421746170407,0.12509979656207904,0.12552812132984004,0.128170129901722,0.6010479959107661
0,2015-02-11,0.5610091909766197,0.0196012899279594,0.41938951686024667,27.821329781760515,28.299484252929688,28.30854899751622,27.760144916955493,0.5414079010486603,0.143092269594438,0.13673964060397148,0.13785297450641165,0.13870215315460582,0.9313777849232718
